14.129254,7.054999
22.546879,7.054999
28.217873,7.054999
28.146366,3.2149997
44.321476,5.134999
54.100403,6.414999
64.81615,3.8549995
75.88229,1.2949998
73.65485,9.934998
65.74546,14.094998
50.777664,16.974995
41.93752,19.534996
37.42423,18.254995
33.072464,19.534996
20.916264,16.974995
14.309039,14.094998
4.289166,15.694998
41.32751,16.974995
46.260326,18.254995
50.84249,16.974995
52.544155,16.974995
54.563152,16.974995
57.215324,16.974995
58.95899,16.974995
68.8012,15.054998
72.22233,9.934998
76.76722,8.9749975
78.40127,8.9749975
