6.011242,4.494999
22.420103,7.054999
35.84348,9.814549
44.43931,9.436659
52.56581,7.9041467
60.025337,8.230833
60.960327,7.8288884
64.88937,3.8549995
69.91859,3.8549936
72.60243,1.2949975
76.0226,1.2949998
4.3666773,16.25728
8.33169,20.063631
16.617027,18.254995
22.566628,16.974995
23.30186,16.974995
29.101141,16.978329
33.075523,13.774998
37.025192,13.774998
41.498363,13.774998
49.945667,16.97496
54.47882,18.249994
3.2278295,18.678331
3.2278295,18.968332
3.2878299,19.694998
3.3994966,20.267221
3.5761633,20.608332
3.786163,20.715832
3.996163,20.53083
4.222831,20.34333
4.427831,20.446663
4.587831,20.705551
4.6928315,21.15555
4.6628313,21.31305
4.56283,22.04805
4.381162,22.52166
4.1794944,22.62555
4.0144935,22.385548
3.8494925,21.853048
3.7311587,21.51138
3.7294924,21.26388
3.7444935,20.723879
